"date","home_team","away_team","home_prob","draw_prob","away_prob","mode_home","mode_away","mode_prob","over_prob","under_prob","home_CS","away_CS"
"Tue 27 Nov","Oxford Utd","Rochdale",0.261373685051208,0.183740368964387,0.554792667866413,1,2,0.074502882944865,0.816208017416301,0.183791982583699,0.0734073730245239,0.165338617505286
"Tue 27 Nov","Luton Town","Bradford",0.633111692347718,0.229868714854503,0.137017420775969,1,0,0.158813031198996,0.427454286348872,0.572545713651128,0.51818716189427,0.176977148687563
"Tue 27 Nov","Portsmouth","Walsall",0.636349884505953,0.221830052613478,0.141816677758734,1,0,0.144309838990504,0.464405036726319,0.535594963273681,0.48837781851,0.162759780408607
"Tue 27 Nov","Sunderland","Barnsley",0.288163110486332,0.276388736961543,0.435447976706333,1,1,0.129581551696139,0.415883206045313,0.584116793954687,0.266208259550428,0.360011476457168
"Tue 27 Nov","Fleetwood","Coventry City",0.502171243341972,0.326523785619874,0.171304942354893,1,0,0.218111043710904,0.223689734251478,0.776310265748522,0.59624535196528,0.329532423693805
"Sat 8 Dec","Peterborough","Oxford Utd",0.897888850127273,0.0591237735251263,0.0361207047307573,4,1,0.0695700056135891,0.916186488271973,0.0838135117280266,0.345166683306076,0.0109023570571203
"Sat 8 Dec","Burton Albion","Shrewsbury",0.293786842677299,0.352672801856748,0.353540352981278,0,0,0.20205340380518,0.216440793830048,0.783559206169952,0.426631583809472,0.47360160609529
"Sat 8 Dec","Accrington","Sunderland",0.240517888823858,0.24718403105248,0.512296864921566,1,1,0.117569653595226,0.496335167760935,0.503664832239065,0.196543895823033,0.356166178433243
"Sat 8 Dec","Wimbledon","Rochdale",0.299086461704918,0.233491032887993,0.467419917492064,1,1,0.106288084456939,0.600136870078978,0.399863129921023,0.174032719553503,0.25730250616996
"Sat 8 Dec","Scunthorpe","Gillingham",0.415186311431618,0.2038596082543,0.380932523999225,2,2,0.0730886974458908,0.777216912711242,0.222783087288758,0.134155525780496,0.122618054744988
"Sat 8 Dec","Wycombe","Barnsley",0.1151964552177,0.198133451755671,0.68666170364623,0,2,0.138021603051005,0.500380263749157,0.499619736250843,0.135049817768654,0.509920974028955
"Sat 8 Dec","Walsall","Coventry City",0.466230763084813,0.321477269128885,0.212291939974842,1,0,0.19260321264179,0.255530827651512,0.744469172348488,0.526319660059779,0.33078847539664
"Sat 8 Dec","Plymouth","Bradford",0.321480442547841,0.299918147160072,0.378601375198631,0,1,0.13623072121078,0.347277651199597,0.652722348800403,0.332929654031572,0.372048320394649
"Sat 8 Dec","Luton Town","Fleetwood",0.378995036769385,0.303096458366801,0.317908474990137,1,0,0.139443436020331,0.337217131223824,0.662782868776176,0.380334306331735,0.3380246004133
